urban_umsiuesci;§YUmsiuesci§!\nA harbour town located at the eastern edge of Marzonia, Umsiuesci is a major entrepot for all the exotic goods harvested from the surrounding jungles. The city's location makes it ideal for exporting these goods to the many Tsaesci holdings to the south and east. Umsiuesci's harbour is also a prime resupply hub for traders coming from the Spice Islands before they make their way to the inner regions of Akavir.;;;;;
urban_shaesci;§YShaesci§!\nA spiritual centre at the coast of the Bay of Serpents, Shaesci is one of the most ancient cities of the Tsaesci people. It is here where the tenants of the Tsaesci Order were formulated, and the numerous monasteries, shrines and arenas dedicated to Ilni, Myn, Nyfa and Zisa can be found. Warriors, mages, monks and all manner of people visit the city to prove themselves against each other in often deadly duels in the various arenas or the streets, all dreaming about gaining fame and receiving an invitation to the annual Grand tournament held here.;;;;;
urban_tzuosci;§YTzuosci§!\nTzuosci was originally a mighty fort, established to maintain control over the nearby islands, and thus the only safe sea route of Southern-Akavir. Built in a generally inhospitable region, the garrison's family members, servants, and the craftsmen following the army settled what lands they could near the fort, setting the foundations of the city we see today. Nowadays, the mighty coastal fort is still the beating heart of Tzuosci, while the residents make a living supplying the soldiers, harvesting the resources of the nearby jungles and catching all kinds of fishes in the murky waters of the nearby bay.;;;;;
urban_eoryuesci;§YEoryuesci§!\nLocated in proximity to the Po Tun lands, the city of Eoryuesci is the bastion that protects the Tsaesci heartlands. The city and its surroundings are filled to the brim with major and minor fortifications both on land and along the coast, prepared to face attackers from every direction. The districts of Eoryuesci are stripped of any luxuries that would waste space. If there was a place for a theatre, one would probably find barracks or regimental camps there instead.;;;;;
urban_tosh_raka;§YTosh Raka§!\nTosh Raka is a proud and ancient city with a rich military history. Ancient rival with the Tsaesci city of Eoryuesci, it serves almost the same purpose. Being the primary staging ground for raids and the first line of defence against Tsaesci attacks, the two settlements almost grew together as the never-ending hatred of their respective races fueled more and more resources into building them up. Tosh Raka's beating heat is the massive fortress and all the forges, armouries, and barracks that supply the garrison.;;;;;
urban_jhaotun;§YJhaotun§!\nProtected by a great river from the south and east and massive mountains from the north and west, the city of Jhaotun prospers despite its many hostile neighbours. The settlement became the largest over time for the Po Tun people, having far-reaching influence due to its sheer economic might. Whether it's humble fishing, mercenary jobs or any form of craftsmanship, one will find no shortage of opportunities here to make a living.;;;;;
urban_darhax;§YDar'hax§!\nDar'hax is the largest urban settlement of the Canis-men. Its location as a natural harbour, the richness of the nearby mines, the relative fertility of the land surrounding it and the plenty of fish in its waters ensured that the city naturally became a metropolis. One can find workshops of all varieties, multiple marketplaces and all services the weary traveller can request. The large population and the close proximity of hostile neighbours make Dar'hax a formidable centre of military might as well.;;;;;
urban_jianhax;§YJianhax§!\nJianhax is a major port and pirate heaven at the coast of the Kamali Gulf. Located in a prime position to intercept ships sailing the narrow pass that splits the continent of Akavir in half, lonely merchants have little choice but to pay the toll, providing a steady revenue for the settlement. The residents often supplement farming and fishing with piracy, so any buccaneer captain will find no crew shortage here should the need arise.;;;;;
urban_pohax;§YPo'hax§!\nContrary to her sister town, Jianhax, to the north, the port town of Po'hax is a peaceful trade hub. Its location and the relative fertility of the nearby lands make it a natural supply hub for any merchant sailing towards the Thousand Islands or Kamal, who eagerly buys all the food nearby farms provide. The residents are mainly animal breeders, who tend to their herds in the large savannas surrounding the settlement and sell their produce to the many merchants in town.;;;;;
urban_tang_mo;§YTang Mo§!\nThe city of Tang Mo is one of the largest urban centres in the Thousand Islands. The main landmark is a massive arena where hundreds of tribe leaders gather during emergencies to discuss the details of the defence. The settlement mostly consists of residential districts to help accommodate all the leaders and their followers, while the various workshops and service businesses stockpile in advance to manage the sky-high demand of the meetings and survive until the next one with the fortune they make during these events.;;;;;
urban_koda;§YKoda§!\nKoda is the most prominent trade hub in the Tang Da region. The settlement's location is somewhat protected from southern windstorms and has easy access to all the other regions inhabited by the Tang Mo race. The city has one giant and very noisy marketplace with warehouses, the harbour and a great number of houses.;;;;;
urban_umpa;§YUmpa§!\nUmpa is a major military town, home to many warrior-monk orders. Since the resident's motto is: 'Walls don't stop the enemy, warriors do', the city boasts surprisingly weak fortifications. The interior districts, however, are designed as one giant trap with a maze-like layout, deadends and ambush locations aiming to lure any enemy army into false confidence. In peaceful times, the residents spend their days in the many training grounds honing their skills, in the various monasteries meditating or in the workshops perfecting their craftsmanship of the various goods the Orders need.;;;;;
urban_abu;§YAbu§!\nAbu is a major town that houses the greatest naval base in the Thousand Islands. The city's location is unrivalled on the subcontinent, being surrounded by multiple layers of smaller islands that break the strength of any storm long before they reach the city, thus providing safe heaven for any ship anchored in the harbours. Abu's industries are centred around the harbour, providing repairs for the ships, services for the sailors on leave and workshops crafting all the necessary supplies.;;;;;
urban_kita;§YKita§!\nKita is the last city of the once mighty Kamalian people. Following the Oblivion Invasion, which happened in the closing centuries of the Merethic Era, most Kamali people fled from the scourged and frozen parts of Kamal to the only place unaffected by unholy corruption. Many Kamalians then decided to sail off to unknown lands, but still, some chose to stay and fight for their homeland, no matter how much time and effort this would require.;;;;;
urban_kamala;§YKamala§!\nThe city of Kamala is the most prominent settlement of the Dir-Kamal region. The city is almost exclusively filled with residential districts, houses upon houses tightly packed together both underground and in spikey towers. It is hard to imagine that in the closing centuries of the Merethic Era, in the exact place of Kamala, numerous hosts attempted to fruitlessly hold the incoming forces of the Oblivion, drenching the very soil with so much blood that even now the fields around Kamala blossom with only red petals.;;;;;
urban_jerbronheim;§YJerbronheim§!\nJerbronheim was the first permanent settlement the Atmorans managed to establish in Akavir. Located next to a natural harbour, which protects the city from the worst sea storms and shielded by mountains from the north, the climate is milder than the usual frozen wastelands of Kamal. Fishing and forestry are the most important industries, but due to the extreme difficulty of resupplying from Atmora and the openly hostile native races, Jerbronheim developed into a self-reliant city, its workshops producing a surprising variety of goods.;;;;;
urban_jun_kamal;§YJun-Kamal§!\nJun-Kamal is a massive fortress city built around a once active Oblivion portal. The city itself has been fortified to the extreme, with massive walls and watchtowers, ditches, maze-like districts and traps at every corner uniquely designed to both hold back potential invasion from the portal and from outside. Forges, armouries, barracks, regimental camps, and training grounds fill Jun-Kamal's districts to provide all the necessities needed by the large garrison it can hold.;;;;;
black_pyramid;§YBlack Pyramid§!\nThe Black Pyramid is an immense ziggurat whose triangular faces are etched with Daedric runes that pulse with malevolent power. These monoliths loom over the shattered remnants of cities dragged into Coldharbour, their foundations rumoured to be built from the very rubble of those once-proud streets. While many Black Pyramids house labyrinthine chambers, serving as temples, workshops, prisons, and training halls, some stand as seamless bastions with no visible entrance, daring any onlooker to question what lies within.;;;;;
blackreach_forest;§YBlackreach Forest§!\nFar below Skyrim's surface lie immense caverns lit by the glow of towering mushrooms that pierce the darkness like alien jellyfish. Their broad, luminescent caps wash the stalagmites and pools below in rippling hues of teal and violet while thin, filament-like tendrils drift lazily through the still air. Faint motes of phosphorescent spores dance in the hush, and every footstep echoes across fungal fields that carpet the cavern floor in a soft, spongy carpet of pulsing light.;;;;;
cold_wastes;§YCold Wastes§!\nCold Wastes stretch out like a fog-shrouded marsh of shallow, ice-crusted pools set amid black, waterlogged soil. Gnarled, skeletal trees claw at a slate-grey sky while jagged stone spires and fractured rock shards pierce the mist in every direction.;;;;;
withered_forest;§YWithered Forest§!\nWithered Forest is a cursed woodland of skeletal oaks rooted in cracked, ash-grey soil. A heavy hush hangs over the groves, broken only by the slow drip of unseen water or the faint scrape of brittle wood against stone. Every breath here tastes of decay, as if the forest itself waits is ever dying but would never die.;;;;;
azure_plains;§YAzure Plains§!\nAzure Plains is an ethereal expanse of frost-blue grasses woven into pale, crystalline soil beneath a cloudless cobalt sky. Slender, skeletal trees rise here like silent sentinels between jagged, obsidian-like spires that pierce the low-lying mist.;;;;;
chasm;§YChasm§!\nChasm is a bottomless canyon cleft into sheer obsidian cliffs, where hollow wind moans through unseen walls, while the distant drip of hidden waters. Occasional tremors send cascades of crystalline dust tumbling into the void, where their echoes are swallowed by the endless dark.;;;;;
dread_massive;§YDread Massive§!\nThe Dread Massive is a sprawling wasteland of shattered rock and floating monoliths, torn from the earth and suspended beneath a bruised violet sky. Jagged stone platforms hover over an endless void, their cracked surfaces veined with molten light as electric-blue lightning cleaves the roiling clouds and a low, thunderous hum vibrates through the tempest.;;;;;
heathlands;§YHeathlands§!\nHeathlands rise in gentle, grass-clad hills that swell and dip like an ocean at rest. Scattered across these soft undulations stand solitary trees, stunted oaks, wind-shaped birches, and squat junipers, each one a silent sentinel against the sky. Their gnarled trunks twist from the turf, leaves trembling in the breeze, while low grasses ripple between them in shifting bands of gold and green.;;;;;
moorlands;§YMoorlands§!\nMoorlands are a windswept expanse of tawny tussocks and peat-stained hollows. Their gently rolling contours are interrupted by mirror-still bog pools that capture the sky's sombre grey. Scattered clumps of stunted birch and gorse cling to the soggy earth, their roots sunk deep into the spongy turf.;;;;;
plateau;§YPlateau§!\nPlateau is a broad, flat-topped expanse of sun-bleached stone whose sheer cliffs plunge into swirling mists below. Wind-carved ledges and terraces descend in ragged tiers, where hardy grasses and twisted shrubs cling to fractured seams.;;;;;
urban_gonfalon_bay;§YGonfalon Bay§!\nOn the southeast coast of High Isle, Gonfalon Bay sits along the gentle hills of the Sapphire Coast. The bay is well sheltered and serves as the main harbor of the island, marked by lighthouses on each side. The land around it is mostly open, while the docks and shipyards spread along the shore and strong walls guard the city itself.;;;;;
urban_amenos;§YAmenos§!\nOn the southwest coast of Amenos, this small port stands at the edge of the thick jungle. The bay's waters are rough and the land beyond the walls is wild and dangerous, with the settlement serving as the island's only safe harbor.;;;;;
urban_vastyr;§YVastyr§!\nOn the south coast of Galen, Vastyr sits along a sheltered bay protected by bluffs and strong walls. The city serves as the main harbor and center of the island, with docks lining the coast and Castle Mornard overlooking the town. The surrounding land is open and green, covered in rolling grasslands that stretch across the southern reaches of the island.;;;;;
